5C_1713_ENr121_FOR_162|hg19|chr2:118761951-118762647	5C_1713_ENr121_REV_158|hg19|chr2:118749135-118755560	2309.16	1783.49
5C_1717_ENr132_FOR_62|hg19|chr13:113567711-113586862	5C_1717_ENr132_REV_70|hg19|chr13:113631771-113637197	1552.91	1479.88
5C_1717_ENr132_FOR_62|hg19|chr13:113567711-113586862	5C_1717_ENr132_REV_79|hg19|chr13:113678635-113686689	1311.26	1867.82
5C_1717_ENr132_FOR_63|hg19|chr13:113586862-113599247	5C_1717_ENr132_REV_79|hg19|chr13:113678635-113686689	943.451	1175.6
5C_1717_ENr132_FOR_64|hg19|chr13:113599247-113615511	5C_1717_ENr132_REV_19|hg19|chr13:113348809-113360063	1124.25	763.234
5C_1717_ENr132_FOR_64|hg19|chr13:113599247-113615511	5C_1717_ENr132_REV_79|hg19|chr13:113678635-113686689	2793.88	1304.41
5C_1718_ENr133_FOR_58|hg19|chr21:40557191-40559845	5C_1718_ENr133_REV_116|hg19|chr21:40757151-40764378	787.036	646.852
5C_1718_ENr133_FOR_71|hg19|chr21:40595367-40598507	5C_1718_ENr133_REV_114|hg19|chr21:40748850-40752541	1169.63	549.348
5C_1718_ENr133_FOR_94|hg19|chr21:40671591-40673895	5C_1718_ENr133_REV_114|hg19|chr21:40748850-40752541	1391.3	1025.04
5C_1720_ENr212_FOR_102|hg19|chr5:142250469-142252650	5C_1720_ENr212_REV_49|hg19|chr5:142077053-142078408	919.057	474.297
5C_1720_ENr212_FOR_22|hg19|chr5:141974405-141979495	5C_1720_ENr212_REV_49|hg19|chr5:142077053-142078408	821.245	591.872
5C_1722_ENr221_FOR_11|hg19|chr5:55860330-55861922	5C_1722_ENr221_REV_100|hg19|chr5:56108372-56117355	696.052	451.822
5C_1722_ENr221_FOR_133|hg19|chr5:56219625-56220723	5C_1722_ENr221_REV_127|hg19|chr5:56200128-56206898	8192.61	1252.09
5C_1722_ENr221_FOR_135|hg19|chr5:56224651-56228458	5C_1722_ENr221_REV_127|hg19|chr5:56200128-56206898	3069.58	1055.41
5C_1722_ENr221_FOR_146|hg19|chr5:56255005-56265720	5C_1722_ENr221_REV_127|hg19|chr5:56200128-56206898	1385.92	1678.77
5C_1722_ENr221_FOR_149|hg19|chr5:56278991-56286818	5C_1722_ENr221_REV_127|hg19|chr5:56200128-56206898	3430.85	1545.31
5C_1722_ENr221_FOR_151|hg19|chr5:56288828-56301660	5C_1722_ENr221_REV_100|hg19|chr5:56108372-56117355	1487.48	427.018
5C_1722_ENr221_FOR_151|hg19|chr5:56288828-56301660	5C_1722_ENr221_REV_127|hg19|chr5:56200128-56206898	5779.9	1001.28
5C_1722_ENr221_FOR_155|hg19|chr5:56325439-56334659	5C_1722_ENr221_REV_127|hg19|chr5:56200128-56206898	1218.9	723.307
5C_1722_ENr221_FOR_18|hg19|chr5:55875232-55884580	5C_1722_ENr221_REV_127|hg19|chr5:56200128-56206898	840.894	641.45
5C_1722_ENr221_FOR_34|hg19|chr5:55912797-55919398	5C_1722_ENr221_REV_100|hg19|chr5:56108372-56117355	1313.19	502.88
5C_1722_ENr221_FOR_34|hg19|chr5:55912797-55919398	5C_1722_ENr221_REV_127|hg19|chr5:56200128-56206898	1335.29	593.895
5C_1722_ENr221_FOR_3|hg19|chr5:55838049-55840564	5C_1722_ENr221_REV_127|hg19|chr5:56200128-56206898	1693.7	544.581
5C_1722_ENr221_FOR_62|hg19|chr5:56010966-56014371	5C_1722_ENr221_REV_100|hg19|chr5:56108372-56117355	1026.14	640.487
5C_1722_ENr221_FOR_80|hg19|chr5:56058426-56061658	5C_1722_ENr221_REV_100|hg19|chr5:56108372-56117355	2637.27	763.287
5C_1723_ENr222_FOR_102|hg19|chr6:132539300-132542380	5C_1723_ENr222_REV_20|hg19|chr6:132269655-132282174	2240.01	1218.67
5C_1723_ENr222_FOR_102|hg19|chr6:132539300-132542380	5C_1723_ENr222_REV_3|hg19|chr6:132182612-132191683	1489.41	1102.28
5C_1723_ENr222_FOR_115|hg19|chr6:132575568-132580912	5C_1723_ENr222_REV_20|hg19|chr6:132269655-132282174	3301.52	1640.83
5C_1723_ENr222_FOR_115|hg19|chr6:132575568-132580912	5C_1723_ENr222_REV_3|hg19|chr6:132182612-132191683	3921.21	1460.59
5C_1723_ENr222_FOR_130|hg19|chr6:132601482-132603806	5C_1723_ENr222_REV_20|hg19|chr6:132269655-132282174	591.369	975.899
5C_1723_ENr222_FOR_130|hg19|chr6:132601482-132603806	5C_1723_ENr222_REV_3|hg19|chr6:132182612-132191683	984.646	879.983
5C_1723_ENr222_FOR_138|hg19|chr6:132619491-132621769	5C_1723_ENr222_REV_20|hg19|chr6:132269655-132282174	1789.55	1194.45
5C_1723_ENr222_FOR_138|hg19|chr6:132619491-132621769	5C_1723_ENr222_REV_3|hg19|chr6:132182612-132191683	672.07	403.894
5C_1723_ENr222_FOR_14|hg19|chr6:132232580-132243347	5C_1723_ENr222_REV_3|hg19|chr6:132182612-132191683	1621.94	1752.36
5C_1723_ENr222_FOR_15|hg19|chr6:132243347-132257249	5C_1723_ENr222_REV_20|hg19|chr6:132269655-132282174	3776.98	3361.83
5C_1723_ENr222_FOR_17|hg19|chr6:132257640-132259484	5C_1723_ENr222_REV_20|hg19|chr6:132269655-132282174	11556	2076
5C_1723_ENr222_FOR_18|hg19|chr6:132259484-132267655	5C_1723_ENr222_REV_20|hg19|chr6:132269655-132282174	6711.34	2288.93
5C_1723_ENr222_FOR_48|hg19|chr6:132344161-132349036	5C_1723_ENr222_REV_20|hg19|chr6:132269655-132282174	3060.31	1791.36
5C_1723_ENr222_FOR_48|hg19|chr6:132344161-132349036	5C_1723_ENr222_REV_3|hg19|chr6:132182612-132191683	3626.38	1665.65
5C_1723_ENr222_FOR_72|hg19|chr6:132434977-132438109	5C_1723_ENr222_REV_20|hg19|chr6:132269655-132282174	2873.36	455.223
5C_1724_ENr223_FOR_102|hg19|chr6:74208016-74225478	5C_1724_ENr223_REV_81|hg19|chr6:74078047-74099067	2571.01	1820.22
5C_1724_ENr223_FOR_102|hg19|chr6:74208016-74225478	5C_1724_ENr223_REV_83|hg19|chr6:74099986-74112890	2314.36	1141.57
5C_1724_ENr223_FOR_102|hg19|chr6:74208016-74225478	5C_1724_ENr223_REV_94|hg19|chr6:74160392-74184826	2520.67	2013.51
5C_1724_ENr223_FOR_103|hg19|chr6:74225478-74226762	5C_1724_ENr223_REV_81|hg19|chr6:74078047-74099067	2049.53	1967.01
5C_1724_ENr223_FOR_103|hg19|chr6:74225478-74226762	5C_1724_ENr223_REV_83|hg19|chr6:74099986-74112890	1635.9	956.731
5C_1724_ENr223_FOR_103|hg19|chr6:74225478-74226762	5C_1724_ENr223_REV_94|hg19|chr6:74160392-74184826	1723.85	2026.89
5C_1724_ENr223_FOR_91|hg19|chr6:74129954-74133463	5C_1724_ENr223_REV_81|hg19|chr6:74078047-74099067	1992.4	1522.14
5C_1724_ENr223_FOR_91|hg19|chr6:74129954-74133463	5C_1724_ENr223_REV_83|hg19|chr6:74099986-74112890	1941.71	1014.86
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_100|hg19|chr1:151618750-151636526	611.372	487.523
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_10|hg19|chr1:151219411-151234038	2188.8	1006.2
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_1|hg19|chr1:151158061-151171193	930.251	616.074
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_31|hg19|chr1:151333184-151350267	1489.7	811.379
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_37|hg19|chr1:151368336-151375897	1739.39	871.418
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_4|hg19|chr1:151180715-151199990	1240.33	843.263
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	3393.78	1005.75
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_56|hg19|chr1:151427826-151434310	738.289	510.482
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_73|hg19|chr1:151496437-151509688	801.485	545.809
5C_1725_ENr231_FOR_16|hg19|chr1:151268403-151270864	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	1596.56	800.125
5C_1725_ENr231_FOR_18|hg19|chr1:151283078-151288777	5C_1725_ENr231_REV_100|hg19|chr1:151618750-151636526	801.231	1088.54
5C_1725_ENr231_FOR_18|hg19|chr1:151283078-151288777	5C_1725_ENr231_REV_10|hg19|chr1:151219411-151234038	1441.46	1736.14
5C_1725_ENr231_FOR_18|hg19|chr1:151283078-151288777	5C_1725_ENr231_REV_14|hg19|chr1:151246650-151254384	1600.02	976.921
5C_1725_ENr231_FOR_18|hg19|chr1:151283078-151288777	5C_1725_ENr231_REV_15|hg19|chr1:151254384-151268403	1875.22	1508.19
5C_1725_ENr231_FOR_18|hg19|chr1:151283078-151288777	5C_1725_ENr231_REV_37|hg19|chr1:151368336-151375897	1474.93	1057.68
5C_1725_ENr231_FOR_18|hg19|chr1:151283078-151288777	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	3313.7	2142.26
5C_1725_ENr231_FOR_18|hg19|chr1:151283078-151288777	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	1706.61	1511.81
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_100|hg19|chr1:151618750-151636526	1194.32	612.077
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_10|hg19|chr1:151219411-151234038	2345.39	1804.24
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_14|hg19|chr1:151246650-151254384	1862.36	2309.61
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_15|hg19|chr1:151254384-151268403	2393.1	1720.62
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_17|hg19|chr1:151270864-151283078	2178.21	1309.66
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_1|hg19|chr1:151158061-151171193	954.16	783.496
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_31|hg19|chr1:151333184-151350267	2373.04	1040.57
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_37|hg19|chr1:151368336-151375897	1561.99	1358.37
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	2619.92	1868.71
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_6|hg19|chr1:151203965-151215310	1238.12	1391.87
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_73|hg19|chr1:151496437-151509688	1232.72	1062.18
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_76|hg19|chr1:151512437-151516085	1055.7	750.179
5C_1725_ENr231_FOR_19|hg19|chr1:151288777-151289152	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	2256.92	1116.32
5C_1725_ENr231_FOR_20|hg19|chr1:151289152-151293154	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	1576.82	701.324
5C_1725_ENr231_FOR_21|hg19|chr1:151293154-151295327	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	885.349	479.105
5C_1725_ENr231_FOR_29|hg19|chr1:151324693-151329948	5C_1725_ENr231_REV_10|hg19|chr1:151219411-151234038	1661.14	773.383
5C_1725_ENr231_FOR_29|hg19|chr1:151324693-151329948	5C_1725_ENr231_REV_15|hg19|chr1:151254384-151268403	2014.09	846.837
5C_1725_ENr231_FOR_29|hg19|chr1:151324693-151329948	5C_1725_ENr231_REV_17|hg19|chr1:151270864-151283078	1442.79	1026.08
5C_1725_ENr231_FOR_29|hg19|chr1:151324693-151329948	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	3258.04	998.129
5C_1725_ENr231_FOR_29|hg19|chr1:151324693-151329948	5C_1725_ENr231_REV_73|hg19|chr1:151496437-151509688	1091.9	634.269
5C_1725_ENr231_FOR_29|hg19|chr1:151324693-151329948	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	1333.03	690.012
5C_1725_ENr231_FOR_38|hg19|chr1:151375897-151378579	5C_1725_ENr231_REV_100|hg19|chr1:151618750-151636526	1018.68	605.27
5C_1725_ENr231_FOR_38|hg19|chr1:151375897-151378579	5C_1725_ENr231_REV_10|hg19|chr1:151219411-151234038	1225.89	999.43
5C_1725_ENr231_FOR_38|hg19|chr1:151375897-151378579	5C_1725_ENr231_REV_14|hg19|chr1:151246650-151254384	1104.97	930.386
5C_1725_ENr231_FOR_38|hg19|chr1:151375897-151378579	5C_1725_ENr231_REV_31|hg19|chr1:151333184-151350267	2324.3	1057.18
5C_1725_ENr231_FOR_38|hg19|chr1:151375897-151378579	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	3646.83	1455.28
5C_1725_ENr231_FOR_38|hg19|chr1:151375897-151378579	5C_1725_ENr231_REV_73|hg19|chr1:151496437-151509688	954.1	705.944
5C_1725_ENr231_FOR_38|hg19|chr1:151375897-151378579	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	1631.27	692.605
5C_1725_ENr231_FOR_42|hg19|chr1:151382407-151385079	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	1772.58	578.893
5C_1725_ENr231_FOR_47|hg19|chr1:151393910-151394636	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	2884.04	1385.73
5C_1725_ENr231_FOR_47|hg19|chr1:151393910-151394636	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	1486.94	962.949
5C_1725_ENr231_FOR_64|hg19|chr1:151458136-151461439	5C_1725_ENr231_REV_100|hg19|chr1:151618750-151636526	713.973	695.133
5C_1725_ENr231_FOR_64|hg19|chr1:151458136-151461439	5C_1725_ENr231_REV_10|hg19|chr1:151219411-151234038	840.007	456.19
5C_1725_ENr231_FOR_64|hg19|chr1:151458136-151461439	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	4738.68	1848.59
5C_1725_ENr231_FOR_64|hg19|chr1:151458136-151461439	5C_1725_ENr231_REV_73|hg19|chr1:151496437-151509688	1609.47	1030.47
5C_1725_ENr231_FOR_64|hg19|chr1:151458136-151461439	5C_1725_ENr231_REV_76|hg19|chr1:151512437-151516085	1392.87	824.005
5C_1725_ENr231_FOR_64|hg19|chr1:151458136-151461439	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	2453.06	1434.59
5C_1725_ENr231_FOR_66|hg19|chr1:151461759-151468043	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	4106.72	2142.1
5C_1725_ENr231_FOR_66|hg19|chr1:151461759-151468043	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	1766.72	1385.19
5C_1725_ENr231_FOR_67|hg19|chr1:151468043-151473267	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	2556.83	1738.59
5C_1725_ENr231_FOR_69|hg19|chr1:151473324-151476039	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	2283.43	1825.08
5C_1725_ENr231_FOR_81|hg19|chr1:151542198-151546427	5C_1725_ENr231_REV_10|hg19|chr1:151219411-151234038	734.215	567.78
5C_1725_ENr231_FOR_81|hg19|chr1:151542198-151546427	5C_1725_ENr231_REV_15|hg19|chr1:151254384-151268403	740.078	482.75
5C_1725_ENr231_FOR_81|hg19|chr1:151542198-151546427	5C_1725_ENr231_REV_17|hg19|chr1:151270864-151283078	980.571	636.485
5C_1725_ENr231_FOR_81|hg19|chr1:151542198-151546427	5C_1725_ENr231_REV_31|hg19|chr1:151333184-151350267	761.352	576.265
5C_1725_ENr231_FOR_81|hg19|chr1:151542198-151546427	5C_1725_ENr231_REV_37|hg19|chr1:151368336-151375897	825.023	734.881
5C_1725_ENr231_FOR_81|hg19|chr1:151542198-151546427	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	3419.76	2253.43
5C_1725_ENr231_FOR_81|hg19|chr1:151542198-151546427	5C_1725_ENr231_REV_73|hg19|chr1:151496437-151509688	2069.53	2093.63
5C_1725_ENr231_FOR_81|hg19|chr1:151542198-151546427	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	5972.92	3976.28
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_100|hg19|chr1:151618750-151636526	2330.81	2264.9
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_10|hg19|chr1:151219411-151234038	1067.46	1073.25
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_27|hg19|chr1:151309061-151322694	924.917	814.616
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_37|hg19|chr1:151368336-151375897	1302.83	1539.78
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	4939.5	3638.12
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_55|hg19|chr1:151426875-151427826	1202.22	772.627
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_56|hg19|chr1:151427826-151434310	1108.57	1224.74
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_6|hg19|chr1:151203965-151215310	958.987	520.738
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_73|hg19|chr1:151496437-151509688	2643.68	3168.69
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_76|hg19|chr1:151512437-151516085	1746.48	2454.68
5C_1725_ENr231_FOR_82|hg19|chr1:151546427-151553405	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	5392.57	5005.08
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_100|hg19|chr1:151618750-151636526	1568.26	1129.47
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_10|hg19|chr1:151219411-151234038	971.428	475.321
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_15|hg19|chr1:151254384-151268403	1074.34	512.151
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_27|hg19|chr1:151309061-151322694	1089.83	807.481
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_37|hg19|chr1:151368336-151375897	1044.23	968.909
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	4257.73	2501.99
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_6|hg19|chr1:151203965-151215310	1053.88	524.504
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_73|hg19|chr1:151496437-151509688	2533.5	2182.25
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_76|hg19|chr1:151512437-151516085	2138.19	2085.56
5C_1725_ENr231_FOR_83|hg19|chr1:151553405-151554759	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	5731.57	2731.37
5C_1725_ENr231_FOR_84|hg19|chr1:151554759-151560153	5C_1725_ENr231_REV_100|hg19|chr1:151618750-151636526	1405.03	959.377
5C_1725_ENr231_FOR_84|hg19|chr1:151554759-151560153	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	1965.76	1440.16
5C_1725_ENr231_FOR_84|hg19|chr1:151554759-151560153	5C_1725_ENr231_REV_71|hg19|chr1:151478607-151483211	958.425	613.753
5C_1725_ENr231_FOR_84|hg19|chr1:151554759-151560153	5C_1725_ENr231_REV_73|hg19|chr1:151496437-151509688	1357.11	1296.96
5C_1725_ENr231_FOR_84|hg19|chr1:151554759-151560153	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	2806.01	2013.4
5C_1725_ENr231_FOR_89|hg19|chr1:151565791-151575769	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	1593.99	1068.05
5C_1725_ENr231_FOR_8|hg19|chr1:151216357-151218821	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	794.909	536.696
5C_1725_ENr231_FOR_94|hg19|chr1:151591512-151592347	5C_1725_ENr231_REV_100|hg19|chr1:151618750-151636526	1780.42	1210.65
5C_1725_ENr231_FOR_94|hg19|chr1:151591512-151592347	5C_1725_ENr231_REV_54|hg19|chr1:151411623-151426875	4343.49	976.374
5C_1725_ENr231_FOR_94|hg19|chr1:151591512-151592347	5C_1725_ENr231_REV_77|hg19|chr1:151516085-151535167	2237.84	788.188
5C_1726_ENr232_FOR_23|hg19|chr9:131831982-131842694	5C_1726_ENr232_REV_13|hg19|chr9:131773348-131796486	2811.92	1548.71
5C_1726_ENr232_FOR_23|hg19|chr9:131831982-131842694	5C_1726_ENr232_REV_29|hg19|chr9:131868698-131877516	2739.57	1255.27
5C_1726_ENr232_FOR_31|hg19|chr9:131886615-131894277	5C_1726_ENr232_REV_29|hg19|chr9:131868698-131877516	2366.08	1421.04
5C_1726_ENr232_FOR_32|hg19|chr9:131894277-131895742	5C_1726_ENr232_REV_13|hg19|chr9:131773348-131796486	895.487	931.313
5C_1726_ENr232_FOR_32|hg19|chr9:131894277-131895742	5C_1726_ENr232_REV_29|hg19|chr9:131868698-131877516	2080.87	1682.08
5C_1726_ENr232_FOR_36|hg19|chr9:131920611-131926415	5C_1726_ENr232_REV_13|hg19|chr9:131773348-131796486	791.601	1054.21
5C_1726_ENr232_FOR_36|hg19|chr9:131920611-131926415	5C_1726_ENr232_REV_29|hg19|chr9:131868698-131877516	1599.16	1298.41
5C_1726_ENr232_FOR_36|hg19|chr9:131920611-131926415	5C_1726_ENr232_REV_41|hg19|chr9:131934362-131946993	2033.54	1590.79
5C_1726_ENr232_FOR_38|hg19|chr9:131926977-131933843	5C_1726_ENr232_REV_25|hg19|chr9:131842719-131845575	1571.3	873.771
5C_1726_ENr232_FOR_38|hg19|chr9:131926977-131933843	5C_1726_ENr232_REV_29|hg19|chr9:131868698-131877516	2866.05	2356.76
5C_1726_ENr232_FOR_49|hg19|chr9:131999705-132001018	5C_1726_ENr232_REV_41|hg19|chr9:131934362-131946993	1929.25	983.848
5C_1726_ENr232_FOR_55|hg19|chr9:132033339-132039583	5C_1726_ENr232_REV_29|hg19|chr9:131868698-131877516	1251.13	1244.65
5C_1726_ENr232_FOR_55|hg19|chr9:132033339-132039583	5C_1726_ENr232_REV_34|hg19|chr9:131901542-131918821	1049.78	1333.34
5C_1726_ENr232_FOR_55|hg19|chr9:132033339-132039583	5C_1726_ENr232_REV_41|hg19|chr9:131934362-131946993	2228.37	2248.69
5C_1726_ENr232_FOR_56|hg19|chr9:132039583-132044332	5C_1726_ENr232_REV_29|hg19|chr9:131868698-131877516	1447	1086.37
5C_1726_ENr232_FOR_56|hg19|chr9:132039583-132044332	5C_1726_ENr232_REV_41|hg19|chr9:131934362-131946993	1833.01	1182.17
5C_1726_ENr232_FOR_58|hg19|chr9:132054291-132073259	5C_1726_ENr232_REV_29|hg19|chr9:131868698-131877516	1267.56	925.089
5C_1726_ENr232_FOR_58|hg19|chr9:132054291-132073259	5C_1726_ENr232_REV_41|hg19|chr9:131934362-131946993	2186.22	1452.44
5C_1726_ENr232_FOR_5|hg19|chr9:131706058-131706136	5C_1726_ENr232_REV_28|hg19|chr9:131850535-131868698	1537.66	1023.08
5C_1726_ENr232_FOR_66|hg19|chr9:132105479-132111895	5C_1726_ENr232_REV_41|hg19|chr9:131934362-131946993	734.152	1589.07
5C_1726_ENr232_FOR_67|hg19|chr9:132111895-132120381	5C_1726_ENr232_REV_29|hg19|chr9:131868698-131877516	1046.76	518.034
5C_1726_ENr232_FOR_67|hg19|chr9:132111895-132120381	5C_1726_ENr232_REV_34|hg19|chr9:131901542-131918821	711.974	543.923
5C_1726_ENr232_FOR_67|hg19|chr9:132111895-132120381	5C_1726_ENr232_REV_41|hg19|chr9:131934362-131946993	1012.49	823.101
5C_1726_ENr232_FOR_71|hg19|chr9:132145058-132156914	5C_1726_ENr232_REV_41|hg19|chr9:131934362-131946993	888.685	656.602
