Pair	Ctcf_E	Dnase1_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me2_E	H3k9ac_E	H4k20me1_E	Rad21_E	Tbp_E	Ctcf_P	Dnase1_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me2_P	H3k9ac_P	H4k20me1_P	Rad21_P	Tbp_P	Correlation	Exp	Class
chr11_64312302_64322633-chr11_64661497_64666309	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.990649	0.023016	0
chr11_64437729_64442269-chr11_64661497_64666309	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.0811386	0.023016	0
chr11_64460470_64464888-chr11_64523887_64530985	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.100454	0.003417	0
chr11_64464888_64468697-chr11_64356433_64395036	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0.186631	0.017122	0
chr11_64485148_64487184-chr11_64661497_64666309	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.083964	0.023016	0
chr11_64559210_64562275-chr11_64501239_64517861	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	-0.459055	0.086326	0
chr11_64612855_64619096-chr11_64501239_64517861	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0.497636	0.086326	0
chr11_64619096_64620201-chr11_64661497_64666309	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	-0.0217015	0.023016	0
chr11_64631647_64642645-chr11_64322633_64349180	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	-0.328657	0.000421	0
chr12_40545640_40549031-chr12_40497414_40501128	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0.279522	0.064672	0
chr12_40622809_40623539-chr12_40703633_40711447	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3.74704e-17	0.5583	0
chr12_40653723_40662160-chr12_40585010_40591439	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1.52714e-16	0.5583	0
chr12_40736280_40737695-chr12_40585010_40591439	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1.52714e-16	0.5583	0
chr13_113293660_113294757-chr13_113503767_113513563	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.07904	0
chr13_113341505_113342742-chr13_113631771_113637197	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.163432	0.002197	0
chr13_113374669_113379914-chr13_113436687_113445412	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0422555	0.07904	0
chr13_113379914_113380054-chr13_113551592_113558711	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05424e-16	0.002197	0
chr13_113380054_113380317-chr13_113631771_113637197	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.273731	0.002197	0
chr13_113445412_113446801-chr13_113348809_113360063	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.11185	0.07904	0
chr13_113466485_113470083-chr13_113342742_113346444	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.221514	0.07904	0
chr13_113466485_113470083-chr13_113686689_113714650	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.166663	0.002197	0
chr13_113470083_113470346-chr13_113294757_113305233	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0.268955	0	0
chr13_113484124_113484333-chr13_113436687_113445412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.76714e-17	0.07904	0
chr13_113521207_113522701-chr13_113551592_113558711	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78919e-16	0.002197	0
chr13_113522701_113523628-chr13_113734803_113744147	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0.002197	0
chr13_113542822_113546320-chr13_113714650_113727902	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.1461	0.002197	0
chr13_113586862_113599247-chr13_113678635_113686689	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.767867	0.002197	0
chr13_113664621_113676840-chr13_113436687_113445412	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.07904	0
chr13_113664621_113676840-chr13_113714650_113727902	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.111111	0.002197	0
chr13_113768823_113776286-chr13_113734803_113744147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.68313e-16	0.002197	0
chr14_54005279_54009570-chr14_54073091_54081335	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0.11234	0	0
chr15_43733210_43733538-chr15_43924442_43930824	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0.322333	0.152874	0
chr15_43770785_43782117-chr15_43807815_43812531	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.200468	0.000232	0
chr15_43814517_43819562-chr15_44062234_44062579	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.138066	1.42998	0
chr15_43814517_43819562-chr15_44089990_44092692	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	-0.0348236	0.203456	0
chr15_43819562_43825784-chr15_44067689_44069261	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	-0.127683	9.58692	0
chr15_43849064_43851763-chr15_44062234_44062579	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.42998	0
chr15_44044200_44049293-chr15_43782117_43785993	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0.194071	0.607	0
chr15_44160762_44164959-chr15_44062234_44062579	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.406427	1.42998	0
chr15_44170954_44172061-chr15_44067689_44069261	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	-0.127683	9.58692	0
chr15_44196431_44197800-chr15_44067689_44069261	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0.168505	9.58692	0
chr15_44196431_44197800-chr15_44145708_44151093	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.492552	0
chr16_160532_164689-chr16_116692_124058	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0.206821	0.000404	0
chr16_406311_412386-chr16_227105_231771	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0.777807	0.041392	0
chr16_406311_412386-chr16_320280_337943	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0.619416	0.000588	0
chr16_412386_413010-chr16_514366_543413	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0.234815	0.074158	0
chr18_61478672_61486626-chr18_61574867_61576791	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0.193256	1.34064	0
chr18_61494871_61498528-chr18_61551631_61560133	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.187494	0.334955	0
chr18_61664044_61664857-chr18_61636347_61637821	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1.04934e-16	0.453191	0
chr19_54394838_54398207-chr19_54643159_54647787	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	5.40199e-17	0.0672	0
chr19_54394838_54398207-chr19_54667671_54677284	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1.58002e-17	0.001199	0
chr19_54394838_54398207-chr19_54677284_54691409	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1.05379e-16	0.169741	0
chr19_54404436_54407727-chr19_54471705_54498373	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.283621	0.001013	0
chr19_54454784_54461360-chr19_54643159_54647787	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.500767	0.0672	0
chr19_54498373_54528884-chr19_55140825_55149111	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0.280859	0.673752	0
chr19_54528884_54539322-chr19_54837886_54859497	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0.245916	0.029727	0
chr19_54657233_54663039-chr19_55140825_55149111	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0.47468	0.673752	0
chr19_54706734_54708945-chr19_55118673_55130532	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0.257268	0.673752	0
chr19_54708945_54711970-chr19_54882151_54893239	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0.276149	0.186028	0
chr19_54909375_54921957-chr19_55140825_55149111	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1.12578e-16	0.673752	0
chr19_55037671_55040044-chr19_54691409_54693496	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-1.46944e-17	0.169741	0
chr19_55065509_55068985-chr19_54962742_54964441	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0.189437	0.444674	0
chr1_151178589_151180715-chr1_151478607_151483211	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.15772	0.001401	0
chr1_151216357_151218821-chr1_151368336_151375897	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	-0.32075	4.47511	0
chr1_151239923_151245172-chr1_151270864_151283078	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0.626644	1.24679	0
chr1_151239923_151245172-chr1_151483211_151496437	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	-0.383749	0.001401	0
chr1_151288777_151289152-chr1_151611063_151612435	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.19889	0.177706	0
chr1_151324693_151329948-chr1_151379560_151381232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6.68518e-17	0.704917	0
chr1_151375897_151378579-chr1_151411623_151426875	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	-0.142073	0.704917	0
chr1_151382407_151385079-chr1_151219411_151234038	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	-0.0921379	2.74449	0
chr1_151382407_151385079-chr1_151478607_151483211	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.15772	0.001401	0
chr1_151382407_151385079-chr1_151583022_151588067	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.262105	0.177706	0
chr1_151385079_151385397-chr1_151309061_151322694	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0.282478	1.77383	0
chr1_151385079_151385397-chr1_151427826_151434310	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.26324	0.704917	0
chr1_151393910_151394636-chr1_151426875_151427826	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.166377	0.704917	0
chr1_151393910_151394636-chr1_151478607_151483211	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.15772	0.001401	0
chr1_151546427_151553405-chr1_151333184_151350267	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45206e-17	7.2e-05	0
chr1_151546427_151553405-chr1_151496437_151509688	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.502589	0.001401	0
chr1_151565791_151575769-chr1_151270864_151283078	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0.577902	1.24679	0
chr1_151565791_151575769-chr1_151512437_151516085	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	-0.252147	0.002307	0
chr1_151591512_151592347-chr1_151427826_151434310	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.53601	0.704917	0
chr1_151603110_151610359-chr1_151368336_151375897	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0.249875	4.47511	0
chr1_151603110_151610359-chr1_151512437_151516085	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0.498134	0.002307	0
chr20_33937906_33939916-chr20_33895258_33906002	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.94163	0
chr20_33937906_33939916-chr20_34191549_34194345	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0.00338	0
chr20_33937906_33939916-chr20_34194345_34209462	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	-0.390423	0.131849	0
chr20_33944620_33946705-chr20_34241404_34242169	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.982023	2.30439	0
chr20_33962907_33965605-chr20_34191549_34194345	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.111111	0.00338	0
chr20_33965605_33968436-chr20_33868733_33888526	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.385269	1.25686	0
chr20_33969647_33981077-chr20_34286390_34290001	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0.251636	0.829849	0
chr20_33992480_33994792-chr20_33994792_34007876	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0.531801	1.94163	0
chr21_33787438_33788008-chr21_34021370_34027065	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.266327	0.05762	0
chr21_33879526_33880770-chr21_34185106_34187001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9.31443e-17	0	0
chr21_33971567_33975527-chr21_34930779_34940494	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.172439	1.09004	0
chr21_34000977_34011234-chr21_34097996_34100626	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.267428	0.05762	0
chr21_34013415_34016947-chr21_34136979_34144925	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.385011	0.826362	0
chr21_34013415_34016947-chr21_34185106_34187001	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.111111	0	0
chr21_34038219_34038998-chr21_33755387_33767165	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.481721	0.130093	0
chr21_34120730_34122699-chr21_34030336_34031454	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.05762	0
chr21_34239870_34244003-chr21_34021370_34027065	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.266327	0.05762	0
chr21_34244003_34257834-chr21_34838664_34841311	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.121308	0.519925	0
chr21_34281328_34283040-chr21_34136979_34144925	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-6.7569e-17	0.826362	0
chr21_34298803_34299646-chr21_34097996_34100626	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1.36192e-16	0.05762	0
chr21_34299646_34302143-chr21_34439285_34444232	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0.330776	0.000263	0
chr21_34303217_34303438-chr21_34021370_34027065	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0.131671	0.05762	0
chr21_34303217_34303438-chr21_34097996_34100626	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0.703945	0.05762	0
chr21_34308150_34315323-chr21_34395660_34399605	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0.213223	0	0
chr21_34326233_34328431-chr21_35002132_35016423	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.27641	1.07306	0
chr21_34340779_34343971-chr21_34185106_34187001	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.111111	0	0
chr21_34349381_34359251-chr21_34136979_34144925	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0.372269	0.826362	0
chr21_34403058_34406663-chr21_34930779_34940494	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.150742	1.09004	0
chr21_34406842_34409710-chr21_34539806_34547319	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.838701	0	0
chr21_34411528_34414130-chr21_34185106_34187001	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.111111	0	0
chr21_34414130_34416142-chr21_33755387_33767165	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	-0.337145	0.130093	0
chr21_34446320_34448768-chr21_33755387_33767165	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0.24678	0.130093	0
chr21_34467536_34470048-chr21_34892700_34903464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5.45436e-17	0.689191	0
chr21_34483727_34490765-chr21_34861481_34868439	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0.216349	0.008507	0
chr21_34519213_34520387-chr21_34838664_34841311	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.111111	0.519925	0
chr21_34577668_34580542-chr21_34185106_34187001	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.217558	0	0
chr21_34577668_34580542-chr21_34775307_34782293	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0.120086	1.19988	0
chr21_34585705_34586738-chr21_35002132_35016423	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1.42886e-16	1.07306	0
chr21_34586738_34587898-chr21_34750664_34761738	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0.781784	1.19988	0
chr21_34648059_34648681-chr21_34849205_34854621	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	-0.326129	0.519925	0
chr21_34671111_34676877-chr21_34775307_34782293	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.544392	1.19988	0
chr21_34671111_34676877-chr21_34930779_34940494	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.303959	1.09004	0
chr21_34671111_34676877-chr21_34981157_34992256	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.303959	1.07306	0
chr21_34715682_34718897-chr21_34892700_34903464	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.689191	0
chr21_34718897_34721913-chr21_34439285_34444232	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0.285859	0.000263	0
chr21_34718897_34721913-chr21_34849205_34854621	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0.0733808	0.519925	0
chr21_34731251_34732065-chr21_34775307_34782293	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.3853	1.19988	0
chr21_34768499_34769609-chr21_34539806_34547319	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	9.1608e-17	0	0
chr21_34782293_34786483-chr21_33975527_33977910	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.587856	0.699282	0
chr21_34782293_34786483-chr21_34750664_34761738	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	-0.0796618	1.19988	0
chr21_34786483_34787817-chr21_34981157_34992256	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.82449	1.07306	0
chr21_34787817_34790071-chr21_34185106_34187001	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.141112	0	0
chr21_34787817_34790071-chr21_34883480_34892700	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.961062	0.689191	0
chr21_34787817_34790071-chr21_34943068_34946779	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.961062	1.09004	0
chr21_34787817_34790071-chr21_34971021_34981157	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0.155323	1.07306	0
chr21_34790071_34795247-chr21_34395660_34399605	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0.185632	0	0
chr21_34795247_34796791-chr21_33975527_33977910	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.699282	0
chr21_34795247_34796791-chr21_34954683_34958824	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0.569665	0.617072	0
chr21_34796791_34798106-chr21_34940494_34942366	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1.09004	0
chr21_34807385_34809432-chr21_33861407_33869562	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	-1.39636e-16	0.005865	0
chr21_34807385_34809432-chr21_34943068_34946779	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0.200299	1.09004	0
chr21_34809432_34819525-chr21_34883480_34892700	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0.398001	0.689191	0
chr21_34809432_34819525-chr21_34892700_34903464	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0.398001	0.689191	0
chr21_34841311_34849205-chr21_34539806_34547319	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	9.1608e-17	0	0
chr21_34868754_34878895-chr21_34958824_34971021	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0.0670648	1.07306	0
chr21_34910013_34910205-chr21_34750664_34761738	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	-0.386899	1.19988	0
chr21_34919118_34920867-chr21_34439285_34444232	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0.369304	0.000263	0
chr21_34919118_34920867-chr21_34838664_34841311	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.708166	0.519925	0
chr21_34927563_34930420-chr21_35002132_35016423	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	-0.285558	1.07306	0
chr21_34930420_34930779-chr21_34878895_34883480	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.689191	0
chr21_35029593_35035678-chr21_34861481_34868439	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1.51069e-16	0.008507	0
